id,label
ENSG00000109625,1
ENSG00000109743,1
ENSG00000109906,1
ENSG00000109911,1
ENSG00000109927,1
ENSG00000110076,1
ENSG00000111249,1
ENSG00000111424,1
ENSG00000111615,1
ENSG00000111700,1
ENSG00000111816,1
ENSG00000111961,1
ENSG00000112232,1
ENSG00000112282,1
ENSG00000112294,1
ENSG00000112357,1
ENSG00000112640,1
ENSG00000112655,1
ENSG00000112902,1
ENSG00000113100,1
ENSG00000113328,1
ENSG00000113569,1
ENSG00000113595,1
ENSG00000113657,1
ENSG00000113742,1
ENSG00000113805,1
ENSG00000114054,1
ENSG00000114062,1
ENSG00000114166,1
ENSG00000114374,1
ENSG00000114480,1
ENSG00000114861,1
ENSG00000115159,1
ENSG00000115306,1
ENSG00000115421,1
ENSG00000115484,1
ENSG00000115507,1
ENSG00000115524,1
ENSG00000115556,1
ENSG00000115590,1
ENSG00000115677,1
ENSG00000115705,1
ENSG00000115760,1
ENSG00000115840,1
ENSG00000115844,1
ENSG00000116117,1
ENSG00000116141,1
ENSG00000116171,1
ENSG00000116539,1
ENSG00000116544,1
ENSG00000116748,1
ENSG00000116754,1
ENSG00000117016,1
ENSG00000117139,1
ENSG00000117222,1
ENSG00000117362,1
ENSG00000117569,1
ENSG00000117594,1
ENSG00000118058,1
ENSG00000118193,1
ENSG00000118257,1
ENSG00000118432,1
ENSG00000118482,1
ENSG00000119042,1
ENSG00000119125,1
ENSG00000119335,1
ENSG00000119669,1
ENSG00000119715,1
ENSG00000119772,1
ENSG00000119866,1
ENSG00000120071,1
ENSG00000120156,1
ENSG00000120215,1
ENSG00000120251,1
ENSG00000120458,1
ENSG00000120733,1
ENSG00000121073,1
ENSG00000121297,1
ENSG00000121775,1
ENSG00000122584,1
ENSG00000123066,1
ENSG00000123106,1
ENSG00000123384,1
ENSG00000123552,1
ENSG00000123636,1
ENSG00000123908,1
ENSG00000124126,1
ENSG00000124140,1
ENSG00000124313,1
ENSG00000124486,1
ENSG00000124767,1
ENSG00000124942,1
ENSG00000125084,1
ENSG00000125107,1
ENSG00000125351,1
ENSG00000125388,1
ENSG00000125505,1
ENSG00000125944,1
ENSG00000126012,1
ENSG00000126070,1
ENSG00000126351,1
ENSG00000126368,1
ENSG00000126461,1
ENSG00000126464,1
ENSG00000126705,1
ENSG00000126945,1
ENSG00000127124,1
ENSG00000127329,1
ENSG00000127511,1
ENSG00000127616,1
ENSG00000127663,1
ENSG00000127831,1
ENSG00000127914,1
ENSG00000127955,1
ENSG00000128271,1
ENSG00000128512,1
ENSG00000128513,1
ENSG00000128573,1
ENSG00000128594,1
ENSG00000128609,1
ENSG00000128815,1
ENSG00000128833,1
ENSG00000128849,1
ENSG00000129071,1
ENSG00000129159,1
ENSG00000129911,1
ENSG00000130035,1
ENSG00000130226,1
ENSG00000130244,1
ENSG00000130294,1
ENSG00000130402,1
ENSG00000130477,1
ENSG00000130508,1
ENSG00000130653,1
ENSG00000130699,1
ENSG00000130714,1
ENSG00000130749,1
ENSG00000130811,1
ENSG00000130821,1
ENSG00000130827,1
ENSG00000130940,1
ENSG00000131018,1
ENSG00000131042,1
ENSG00000131089,1
ENSG00000131095,1
ENSG00000131165,1
ENSG00000131374,1
ENSG00000131626,1
ENSG00000131653,1
ENSG00000131686,1
ENSG00000131711,1
ENSG00000131771,1
ENSG00000132024,1
ENSG00000132294,1
ENSG00000132326,1
ENSG00000132437,1
ENSG00000132466,1
ENSG00000132510,1
ENSG00000132535,1
ENSG00000132549,1
ENSG00000132604,1
ENSG00000132639,1
ENSG00000133019,1
ENSG00000133026,1
ENSG00000133216,1
ENSG00000133665,1
ENSG00000133958,1
ENSG00000134115,1
ENSG00000134138,1
ENSG00000134160,1
ENSG00000134184,1
ENSG00000134287,1
ENSG00000134326,1
ENSG00000134532,1
ENSG00000134698,1
ENSG00000134759,1
ENSG00000134780,1
ENSG00000134909,1
ENSG00000135046,1
ENSG00000135312,1
ENSG00000135316,1
ENSG00000135365,1
ENSG00000135387,1
ENSG00000135439,1
ENSG00000135631,1
ENSG00000135655,1
ENSG00000135999,1
ENSG00000136158,1
ENSG00000136169,1
ENSG00000136425,1
ENSG00000136451,1
ENSG00000136531,1
ENSG00000136535,1
ENSG00000136541,1
ENSG00000136854,1
ENSG00000136928,1
ENSG00000136944,1
ENSG00000137075,1
ENSG00000137269,1
ENSG00000137672,1
ENSG00000137713,1
ENSG00000137801,1
ENSG00000138031,1
ENSG00000138081,1
ENSG00000138190,1
ENSG00000138411,1
ENSG00000138650,1
ENSG00000138668,1
ENSG00000138757,1
ENSG00000139174,1
ENSG00000139613,1
ENSG00000139618,1
ENSG00000139718,1
ENSG00000139726,1
ENSG00000139915,1
ENSG00000140009,1
ENSG00000140157,1
ENSG00000140332,1
ENSG00000140350,1
ENSG00000140463,1
ENSG00000140488,1
ENSG00000140538,1
ENSG00000140557,1
ENSG00000140937,1
ENSG00000140945,1
ENSG00000141027,1
ENSG00000141431,1
ENSG00000141644,1
ENSG00000141646,1
ENSG00000141837,1
ENSG00000141867,1
ENSG00000142168,1
ENSG00000142230,1
ENSG00000142319,1
ENSG00000142599,1
ENSG00000143379,1
ENSG00000143442,1
ENSG00000143569,1
ENSG00000143621,1
ENSG00000144036,1
ENSG00000144278,1
ENSG00000144285,1
ENSG00000144290,1
ENSG00000144331,1
ENSG00000144406,1
ENSG00000144619,1
ENSG00000144893,1
ENSG00000145020,1
ENSG00000145107,1
ENSG00000145113,1
ENSG00000145348,1
ENSG00000145362,1
ENSG00000145794,1
ENSG00000145864,1
ENSG00000146247,1
ENSG00000146830,1
ENSG00000146872,1
ENSG00000146904,1
ENSG00000146938,1
ENSG00000147044,1
ENSG00000147050,1
ENSG00000147180,1
ENSG00000147316,1
ENSG00000147403,1
ENSG00000147432,1
ENSG00000147862,1
ENSG00000148143,1
ENSG00000148219,1
ENSG00000148400,1
ENSG00000148408,1
ENSG00000148737,1
ENSG00000148935,1
ENSG00000148948,1
ENSG00000149136,1
ENSG00000149295,1
ENSG00000149403,1
ENSG00000149532,1
ENSG00000149571,1
ENSG00000149599,1
ENSG00000149654,1
ENSG00000149742,1
ENSG00000149930,1
ENSG00000149970,1
ENSG00000149972,1
ENSG00000150051,1
ENSG00000150275,1
ENSG00000150394,1
ENSG00000150672,1
ENSG00000150760,1
ENSG00000150764,1
ENSG00000150995,1
ENSG00000151067,1
ENSG00000151150,1
ENSG00000151240,1
ENSG00000151247,1
ENSG00000151461,1
ENSG00000151577,1
ENSG00000151612,1
ENSG00000151623,1
ENSG00000151689,1
ENSG00000151693,1
ENSG00000151790,1
ENSG00000151835,1
ENSG00000151914,1
ENSG00000152208,1
ENSG00000152214,1
ENSG00000152217,1
ENSG00000152402,1
ENSG00000152413,1
ENSG00000152495,1
ENSG00000152583,1
ENSG00000152910,1
ENSG00000153187,1
ENSG00000153234,1
ENSG00000153266,1
ENSG00000153291,1
ENSG00000153707,1
ENSG00000153815,1
ENSG00000153827,1
ENSG00000153922,1
ENSG00000153956,1
ENSG00000154114,1
ENSG00000154229,1
ENSG00000154263,1
ENSG00000154678,1
ENSG00000154957,1
ENSG00000155052,1
ENSG00000155465,1
ENSG00000155511,1
ENSG00000155657,1
ENSG00000155659,1
ENSG00000155833,1
ENSG00000155886,1
ENSG00000155961,1
ENSG00000155966,1
ENSG00000155974,1
ENSG00000156011,1
ENSG00000156110,1
ENSG00000156113,1
ENSG00000156298,1
ENSG00000156304,1
ENSG00000156395,1
ENSG00000156564,1
ENSG00000156787,1
ENSG00000157087,1
ENSG00000157103,1
ENSG00000157184,1
ENSG00000157388,1
ENSG00000157423,1
ENSG00000157445,1
ENSG00000157483,1
ENSG00000157540,1
ENSG00000157551,1
ENSG00000157554,1
ENSG00000157637,1
ENSG00000157741,1
ENSG00000157764,1
ENSG00000157890,1
ENSG00000157933,1
ENSG00000157985,1
ENSG00000158089,1
ENSG00000158321,1
ENSG00000158445,1
ENSG00000158486,1
ENSG00000159082,1
ENSG00000159140,1
ENSG00000159459,1
ENSG00000159640,1
ENSG00000160305,1
ENSG00000160551,1
ENSG00000160862,1
ENSG00000160877,1
ENSG00000160882,1
ENSG00000161202,1
ENSG00000161203,1
ENSG00000161681,1
ENSG00000162105,1
ENSG00000162599,1
ENSG00000162631,1
ENSG00000162946,1
ENSG00000162959,1
ENSG00000163393,1
ENSG00000163399,1
ENSG00000163481,1
ENSG00000163564,1
ENSG00000163618,1
ENSG00000163625,1
ENSG00000163636,1
ENSG00000163637,1
ENSG00000163833,1
ENSG00000163872,1
ENSG00000163873,1
ENSG00000164050,1
ENSG00000164134,1
ENSG00000164163,1
ENSG00000164190,1
ENSG00000164418,1
ENSG00000164506,1
ENSG00000164574,1
ENSG00000164604,1
ENSG00000164638,1
ENSG00000164687,1
ENSG00000164778,1
ENSG00000165097,1
ENSG00000165119,1
ENSG00000165186,1
ENSG00000165194,1
ENSG00000165246,1
ENSG00000165300,1
ENSG00000165349,1
ENSG00000165355,1
ENSG00000165379,1
ENSG00000165476,1
ENSG00000165509,1
ENSG00000165671,1
ENSG00000165699,1
ENSG00000165995,1
ENSG00000166147,1
ENSG00000166148,1
ENSG00000166167,1
ENSG00000166206,1
ENSG00000166313,1
ENSG00000166477,1
ENSG00000166501,1
ENSG00000166736,1
ENSG00000166833,1
ENSG00000166862,1
ENSG00000166963,1
ENSG00000166987,1
ENSG00000167085,1
ENSG00000167114,1
ENSG00000167216,1
ENSG00000167522,1
ENSG00000167632,1
ENSG00000167971,1
ENSG00000167978,1
ENSG00000168036,1
ENSG00000168092,1
ENSG00000168116,1
ENSG00000168137,1
ENSG00000168280,1
ENSG00000168329,1
ENSG00000168769,1
ENSG00000168959,1
ENSG00000169057,1
ENSG00000169252,1
ENSG00000169306,1
ENSG00000169375,1
ENSG00000169432,1
ENSG00000169439,1
ENSG00000169760,1
ENSG00000169813,1
ENSG00000169862,1
ENSG00000169895,1
ENSG00000169918,1
ENSG00000169992,1
ENSG00000170004,1
ENSG00000170113,1
ENSG00000170289,1
ENSG00000170396,1
ENSG00000170471,1
ENSG00000170485,1
ENSG00000170579,1
ENSG00000170584,1
ENSG00000170745,1
ENSG00000170775,1
ENSG00000170788,1
ENSG00000170836,1
ENSG00000170871,1
ENSG00000170921,1
ENSG00000171180,1
ENSG00000171316,1
ENSG00000171385,1
ENSG00000171560,1
ENSG00000171587,1
ENSG00000171723,1
ENSG00000171759,1
ENSG00000171862,1
ENSG00000171988,1
ENSG00000172260,1
ENSG00000172264,1
ENSG00000172379,1
ENSG00000172554,1
ENSG00000172780,1
ENSG00000172893,1
ENSG00000172915,1
ENSG00000172985,1
ENSG00000173064,1
ENSG00000173175,1
ENSG00000173276,1
ENSG00000173338,1
ENSG00000173575,1
ENSG00000174106,1
ENSG00000174332,1
ENSG00000174442,1
ENSG00000174469,1
ENSG00000174672,1
ENSG00000174697,1
ENSG00000174775,1
ENSG00000174799,1
ENSG00000174938,1
ENSG00000174943,1
ENSG00000175115,1
ENSG00000175161,1
ENSG00000175344,1
ENSG00000175497,1
ENSG00000175745,1
ENSG00000176165,1
ENSG00000176273,1
ENSG00000176771,1
ENSG00000176884,1
ENSG00000177000,1
ENSG00000177030,1
ENSG00000177189,1
ENSG00000177565,1
ENSG00000177694,1
ENSG00000177807,1
ENSG00000178084,1
ENSG00000178665,1
ENSG00000179094,1
ENSG00000179295,1
ENSG00000179388,1
ENSG00000179869,1
ENSG00000179915,1
ENSG00000179981,1
ENSG00000180104,1
ENSG00000180370,1
ENSG00000180772,1
ENSG00000180914,1
ENSG00000181090,1
ENSG00000181481,1
ENSG00000181555,1
ENSG00000181722,1
ENSG00000181804,1
ENSG00000182197,1
ENSG00000182256,1
ENSG00000182372,1
ENSG00000182472,1
ENSG00000182568,1
ENSG00000182621,1
ENSG00000182771,1
ENSG00000182901,1
ENSG00000182985,1
ENSG00000183044,1
ENSG00000183098,1
ENSG00000183117,1
ENSG00000183230,1
ENSG00000183454,1
ENSG00000183495,1
ENSG00000183530,1
ENSG00000183856,1
ENSG00000184022,1
ENSG00000184156,1
ENSG00000184178,1
ENSG00000184226,1
ENSG00000184305,1
ENSG00000184408,1
ENSG00000184735,1
ENSG00000184845,1
ENSG00000184903,1
ENSG00000185008,1
ENSG00000185046,1
ENSG00000185246,1
ENSG00000185344,1
ENSG00000185630,1
ENSG00000185800,1
ENSG00000185838,1
ENSG00000185960,1
ENSG00000185972,1
ENSG00000185973,1
ENSG00000186094,1
ENSG00000186153,1
ENSG00000186393,1
ENSG00000186472,1
ENSG00000186487,1
ENSG00000186591,1
ENSG00000187323,1
ENSG00000187546,1
ENSG00000187555,1
ENSG00000187634,1
ENSG00000187775,1
ENSG00000187957,1
ENSG00000188171,1
ENSG00000188191,1
ENSG00000188321,1
ENSG00000188389,1
ENSG00000188641,1
ENSG00000188785,1
ENSG00000188786,1
ENSG00000188994,1
ENSG00000189056,1
ENSG00000189079,1
ENSG00000189108,1
ENSG00000189221,1
ENSG00000189283,1
ENSG00000196090,1
ENSG00000196092,1
ENSG00000196126,1
ENSG00000196220,1
ENSG00000196277,1
ENSG00000196338,1
ENSG00000196361,1
ENSG00000196367,1
ENSG00000196391,1
ENSG00000196433,1
ENSG00000196557,1
ENSG00000196628,1
ENSG00000196632,1
ENSG00000196712,1
ENSG00000196876,1
ENSG00000197102,1
ENSG00000197157,1
ENSG00000197170,1
ENSG00000197283,1
ENSG00000197323,1
ENSG00000197363,1
ENSG00000197535,1
ENSG00000197635,1
ENSG00000197653,1
ENSG00000197724,1
ENSG00000197790,1
ENSG00000197892,1
ENSG00000197977,1
ENSG00000198010,1
ENSG00000198049,1
ENSG00000198216,1
ENSG00000198218,1
ENSG00000198286,1
ENSG00000198400,1
ENSG00000198523,1
ENSG00000198589,1
ENSG00000198648,1
ENSG00000198689,1
ENSG00000198690,1
ENSG00000198707,1
ENSG00000198719,1
ENSG00000198728,1
ENSG00000198742,1
ENSG00000198752,1
ENSG00000198793,1
ENSG00000198963,1
ENSG00000204120,1
ENSG00000204406,1
ENSG00000204632,1
ENSG00000204764,1
ENSG00000204961,1
ENSG00000204963,1
ENSG00000204967,1
ENSG00000204969,1
ENSG00000204970,1
ENSG00000205277,1
ENSG00000205581,1
ENSG00000205726,1
ENSG00000206190,1
ENSG00000206503,1
ENSG00000213923,1
ENSG00000214063,1
ENSG00000214753,1
ENSG00000215018,1
ENSG00000215045,1
ENSG00000215301,1
ENSG00000221866,1
ENSG00000221888,1
ENSG00000223865,1
ENSG00000224389,1
ENSG00000233276,1
ENSG00000234745,1
ENSG00000235718,1
ENSG00000239388,1
ENSG00000239389,1
ENSG00000239900,1
ENSG00000244588,1
ENSG00000249853,1
ENSG00000251322,1
ENSG00000253729,1
ENSG00000257923,1
ENSG00000259207,1
ENSG00000264424,1
ENSG00000273079,1
ENSG00000282608,1
ENSG00000285077,1
ENSG00000000971,0
ENSG00000001626,0
ENSG00000003393,0
ENSG00000003400,0
ENSG00000004455,0
ENSG00000005471,0
ENSG00000005961,0
ENSG00000006071,0
ENSG00000006611,0
ENSG00000007062,0
ENSG00000007312,0
ENSG00000008710,0
ENSG00000009709,0
ENSG00000012048,0
ENSG00000014824,0
ENSG00000015532,0
ENSG00000017260,0
ENSG00000019102,0
ENSG00000019485,0
ENSG00000019549,0
ENSG00000021488,0
ENSG00000023839,0
ENSG00000026103,0
ENSG00000026652,0
ENSG00000027075,0
ENSG00000032444,0
ENSG00000034971,0
ENSG00000035403,0
ENSG00000037280,0
ENSG00000038295,0
ENSG00000039068,0
ENSG00000040531,0
ENSG00000046604,0
ENSG00000047457,0
ENSG00000048545,0
ENSG00000049540,0
ENSG00000050405,0
ENSG00000051180,0
ENSG00000051523,0
ENSG00000052841,0
ENSG00000054282,0
ENSG00000054523,0
ENSG00000054598,0
ENSG00000054654,0
ENSG00000055950,0
ENSG00000057019,0
ENSG00000057294,0
ENSG00000060237,0
ENSG00000061337,0
ENSG00000064012,0
ENSG00000064490,0
ENSG00000065154,0
ENSG00000066427,0
ENSG00000066455,0
ENSG00000066926,0
ENSG00000066933,0
ENSG00000067082,0
ENSG00000068615,0
ENSG00000068885,0
ENSG00000068976,0
ENSG00000070193,0
ENSG00000070729,0
ENSG00000070814,0
ENSG00000070915,0
ENSG00000072571,0
ENSG00000072694,0
ENSG00000072840,0
ENSG00000073282,0
ENSG00000073792,0
ENSG00000073921,0
ENSG00000074317,0
ENSG00000074319,0
ENSG00000075239,0
ENSG00000075785,0
ENSG00000076944,0
ENSG00000077522,0
ENSG00000078403,0
ENSG00000079805,0
ENSG00000080819,0
ENSG00000081052,0
ENSG00000081087,0
ENSG00000081148,0
ENSG00000081248,0
ENSG00000083093,0
ENSG00000083307,0
ENSG00000083444,0
ENSG00000083642,0
ENSG00000083799,0
ENSG00000084636,0
ENSG00000085978,0
ENSG00000085999,0
ENSG00000086288,0
ENSG00000086544,0
ENSG00000087053,0
ENSG00000087266,0
ENSG00000087274,0
ENSG00000087494,0
ENSG00000087586,0
ENSG00000088205,0
ENSG00000088836,0
ENSG00000088926,0
ENSG00000089127,0
ENSG00000089280,0
ENSG00000089327,0
ENSG00000090054,0
ENSG00000090382,0
ENSG00000090932,0
ENSG00000091010,0
ENSG00000091137,0
ENSG00000091262,0
ENSG00000091513,0
ENSG00000091536,0
ENSG00000091622,0
ENSG00000092054,0
ENSG00000092148,0
ENSG00000092200,0
ENSG00000092295,0
ENSG00000092529,0
ENSG00000092820,0
ENSG00000092929,0
ENSG00000094914,0
ENSG00000095002,0
ENSG00000095015,0
ENSG00000095464,0
ENSG00000095585,0
ENSG00000095777,0
ENSG00000095917,0
ENSG00000096696,0
ENSG00000096717,0
ENSG00000096968,0
ENSG00000099377,0
ENSG00000100003,0
ENSG00000100104,0
ENSG00000100106,0
ENSG00000100225,0
ENSG00000100285,0
ENSG00000100311,0
ENSG00000100342,0
ENSG00000100373,0
ENSG00000100473,0
ENSG00000100601,0
ENSG00000100697,0
ENSG00000100815,0
ENSG00000100836,0
ENSG00000100911,0
ENSG00000101076,0
ENSG00000101200,0
ENSG00000101276,0
ENSG00000101282,0
ENSG00000101292,0
ENSG00000101306,0
ENSG00000101310,0
ENSG00000101327,0
ENSG00000101347,0
ENSG00000101365,0
ENSG00000101400,0
ENSG00000101421,0
ENSG00000101439,0
ENSG00000102683,0
ENSG00000102780,0
ENSG00000102893,0
ENSG00000103126,0
ENSG00000103241,0
ENSG00000103249,0
ENSG00000103313,0
ENSG00000103316,0
ENSG00000103876,0
ENSG00000104044,0
ENSG00000104213,0
ENSG00000104237,0
ENSG00000104313,0
ENSG00000104381,0
ENSG00000104419,0
ENSG00000104447,0
ENSG00000105220,0
ENSG00000105227,0
ENSG00000105357,0
ENSG00000105369,0
ENSG00000105372,0
ENSG00000105392,0
ENSG00000105610,0
ENSG00000105618,0
ENSG00000105664,0
ENSG00000105697,0
ENSG00000105877,0
ENSG00000105974,0
ENSG00000105983,0
ENSG00000106003,0
ENSG00000106211,0
ENSG00000106258,0
ENSG00000106327,0
ENSG00000106331,0
ENSG00000106348,0
ENSG00000106410,0
ENSG00000106526,0
ENSG00000106617,0
ENSG00000106701,0
ENSG00000106804,0
ENSG00000106991,0
ENSG00000107165,0
ENSG00000107290,0
ENSG00000107521,0
ENSG00000107537,0
ENSG00000107736,0
ENSG00000107758,0
ENSG00000107789,0
ENSG00000107796,0
ENSG00000107882,0
ENSG00000107968,0
ENSG00000108395,0
ENSG00000108406,0
ENSG00000108479,0
ENSG00000108556,0
ENSG00000108821,0
ENSG00000108823,0
ENSG00000108946,0
ENSG00000109063,0
ENSG00000109099,0
ENSG00000109220,0
ENSG00000109339,0
ENSG00000109424,0
ENSG00000109861,0
ENSG00000110092,0
ENSG00000110108,0
ENSG00000110243,0
ENSG00000110244,0
ENSG00000110324,0
ENSG00000110628,0
ENSG00000110651,0
ENSG00000110711,0
ENSG00000110719,0
ENSG00000110799,0
ENSG00000110911,0
ENSG00000111199,0
ENSG00000111245,0
ENSG00000111252,0
ENSG00000111305,0
ENSG00000111537,0
ENSG00000111664,0
ENSG00000111834,0
ENSG00000112041,0
ENSG00000112077,0
ENSG00000112246,0
ENSG00000112319,0
ENSG00000112541,0
ENSG00000112619,0
ENSG00000112782,0
ENSG00000112964,0
ENSG00000113231,0
ENSG00000113262,0
ENSG00000113273,0
ENSG00000113356,0
ENSG00000113716,0
ENSG00000113924,0
ENSG00000113971,0
ENSG00000114026,0
ENSG00000114349,0
ENSG00000114739,0
ENSG00000114854,0
ENSG00000115155,0
ENSG00000115317,0
ENSG00000115758,0
ENSG00000116030,0
ENSG00000116062,0
ENSG00000116127,0
ENSG00000116288,0
ENSG00000116688,0
ENSG00000116701,0
ENSG00000116741,0
ENSG00000116745,0
ENSG00000116785,0
ENSG00000117013,0
ENSG00000117118,0
ENSG00000117298,0
ENSG00000117360,0
ENSG00000117400,0
ENSG00000117560,0
ENSG00000117595,0
ENSG00000117983,0
ENSG00000118046,0
ENSG00000118137,0
ENSG00000118194,0
ENSG00000118245,0
ENSG00000118762,0
ENSG00000118965,0
ENSG00000118972,0
ENSG00000119508,0
ENSG00000119509,0
ENSG00000119614,0
ENSG00000119681,0
ENSG00000119684,0
ENSG00000119699,0
ENSG00000119888,0
ENSG00000119950,0
ENSG00000120438,0
ENSG00000120659,0
ENSG00000120693,0
ENSG00000120729,0
ENSG00000120800,0
ENSG00000120948,0
ENSG00000121207,0
ENSG00000121653,0
ENSG00000121742,0
ENSG00000122025,0
ENSG00000122223,0
ENSG00000122367,0
ENSG00000122406,0
ENSG00000122483,0
ENSG00000122550,0
ENSG00000122643,0
ENSG00000122735,0
ENSG00000122779,0
ENSG00000122787,0
ENSG00000122852,0
ENSG00000123191,0
ENSG00000123240,0
ENSG00000123307,0
ENSG00000123374,0
ENSG00000123500,0
ENSG00000123700,0
ENSG00000124164,0
ENSG00000124205,0
ENSG00000124212,0
ENSG00000124222,0
ENSG00000124491,0
ENSG00000124570,0
ENSG00000124813,0
ENSG00000125347,0
ENSG00000125398,0
ENSG00000125730,0
ENSG00000125775,0
ENSG00000125845,0
ENSG00000125965,0
ENSG00000125967,0
ENSG00000125995,0
ENSG00000126088,0
ENSG00000126215,0
ENSG00000126583,0
ENSG00000126603,0
ENSG00000126778,0
ENSG00000126883,0
ENSG00000127419,0
ENSG00000127870,0
ENSG00000128322,0
ENSG00000128422,0
ENSG00000128604,0
ENSG00000128881,0
ENSG00000128928,0
ENSG00000129038,0
ENSG00000129170,0
ENSG00000129221,0
ENSG00000129535,0
ENSG00000129757,0
ENSG00000129991,0
ENSG00000130037,0
ENSG00000130203,0
ENSG00000130283,0
ENSG00000130414,0
ENSG00000130561,0
ENSG00000130595,0
ENSG00000130598,0
ENSG00000130635,0
ENSG00000131149,0
ENSG00000131183,0
ENSG00000131187,0
ENSG00000131482,0
ENSG00000131697,0
ENSG00000131910,0
ENSG00000132170,0
ENSG00000132464,0
ENSG00000132514,0
ENSG00000132518,0
ENSG00000132744,0
ENSG00000132781,0
ENSG00000132821,0
ENSG00000132906,0
ENSG00000132965,0
ENSG00000133105,0
ENSG00000133111,0
ENSG00000133256,0
ENSG00000133392,0
ENSG00000133710,0
ENSG00000133812,0
